1763173060.8477561,0,0,0
1763173060.8926992,0,0,0
1763173060.9337678,0,0,0
1763173060.9863455,0,0,0
1763173061.0266747,0,0,0
1763173061.0811138,0,0,0
1763173061.124779,0,0,0
1763173061.167483,0,0,0
1763173061.2157457,0,0,0
1763173061.2654305,0,0,0
1763173061.3162675,0,0,0
1763173061.364325,0,0,0
1763173061.4053137,0,0,0
1763173061.4597332,0,0,0
1763173061.498213,0,0,0
1763173061.5385509,0,0,0
1763173061.5873113,0,0,0
1763173061.6405988,0,0,0
1763173061.6854835,0,0,0
1763173061.735369,0,0,0
1763173061.778461,0,0,0
1763173061.8237634,0,0,0
1763173061.8737392,0,0,0
1763173061.9218156,0,0,0
1763173061.9726496,0,0,0
1763173062.023284,0,0,0
1763173062.0781407,0,0,0
1763173062.123393,0,0,0
1763173062.1689084,0,0,0
1763173062.224686,0,0,0
1763173062.2789469,0,0,0
1763173062.326382,0,0,0
1763173062.3756309,0,0,0
1763173062.426551,0,0,0
1763173062.469847,0,0,0
1763173062.5219617,0,0,0
1763173062.573011,0,0,0
1763173062.6159286,0,0,0
1763173062.6676934,0,0,0
1763173062.7200885,0,0,0
1763173062.7675514,0,0,0
1763173062.8173752,0,0,0
1763173062.8624818,0,0,0
1763173062.912357,0,0,0
1763173062.9635909,0,0,0
1763173063.0101104,0,0,0
1763173063.068804,0,0,0
1763173063.1177523,0,0,0
1763173063.1656334,0,0,0
1763173063.2197602,0,0,0
1763173063.2645018,0,0,0
1763173063.316897,0,0,0
1763173063.3686602,0,0,0
1763173063.4190645,0,0,0
1763173063.4658513,0,0,0
1763173063.5158465,0,0,0
1763173063.5645268,0,0,0
1763173063.6180224,0,0,0
1763173063.6649094,0,0,0
1763173063.7201412,0,0,0
1763173063.766272,0,0,0
1763173063.8164577,0,0,0
1763173063.8720582,0,0,0
1763173063.913758,0,0,0
1763173063.9697125,0,0,0
1763173064.0169263,0,0,0
1763173064.0683713,0,0,0
1763173064.114609,0,0,0
1763173064.1680796,0,0,0
